item_id,user_id,timestamp
36911,268822,1101111811000
19132,246932,1101183310000
19204,40643,1101250617000
59741,299725,1101260040000
18269,177505,1101843076000
52576,111980,1101873138000
50945,27792,1102752269000
59556,274442,1102951978000
2983,308171,1103069194000
59052,205589,1103229736000
16353,257537,1103242885000
22020,150890,1103355474000
32040,150890,1103356688000
2983,309987,1103358392000
17603,79465,1103569730000
11550,15492,1103635060000
15130,229044,1103650705000
18269,145422,1103814114000
18269,106029,1103819630000
18269,106029,1103819630000
18269,106029,1103819630000
22020,304881,1103986061000
18701,13773,1104047040000
17260,109220,1104123171000
52576,124826,1104160036000
40932,20150,1104337851000
18269,85070,1104424884000
52576,166754,1104437236000
40932,41816,1104702553000
22020,117634,1105067174000
22020,25199,1105204565000
6181,62489,1105381683000
60396,216990,1105387447000
59556,116350,1105426629000
59556,116350,1105426629000
54753,292083,1105493907000
40932,251091,1105541450000
6181,323440,1106005249000
18269,239170,1106202999000
40932,288176,1106263843000
19204,299357,1106272370000
63658,216264,1106288495000
39160,193388,1107313544000
49600,171959,1107617850000
45218,236608,1107873336000
18701,266698,1108238993000
40932,4643,1108274307000
54753,312733,1108484680000
17028,101519,1108522327000
47621,128836,1108606208000
2658,154575,1108929594000
60396,15395,1109277812000
18269,117321,1110675389000
2983,234734,1110753396000
8422,64960,1111043155000
32040,45911,1111356825000
8422,138605,1111380966000
52576,7508,1112081880000
52576,7508,1112081880000
6181,37580,1113330116000
1980,221798,1114205627000
40932,216704,1114362380000
22020,283821,1114392292000
18269,314931,1114549029000
19204,52322,1114725056000
63005,129339,1114975141000
52576,71528,1115223451000
60396,261086,1115647794000
59782,170544,1116270501000
6181,103054,1116303316000
18269,71952,1116715957000
18701,124605,1116723293000
60396,276030,1116795787000
59741,189626,1116972374000
22020,58089,1117460339000
32040,208651,1117570584000
17603,208651,1117571195000
40932,319142,1117909879000
36147,73907,1118089418000
59556,255591,1118332189000
60396,65165,1118419306000
22020,153868,1118432633000
28580,37931,1118815756000
17914,108957,1118901478000
17603,160144,1119224402000
31892,27792,1119977461000
59782,141130,1120026980000
13662,177962,1120506843000
63658,11846,1120784523000
40932,190810,1120834601000
18701,52216,1120858180000
40932,117186,1120914581000
59556,132995,1121174972000
54753,91458,1121383539000
36352,211849,1121551385000
17603,194508,1121789864000
23275,190615,1121908074000
40932,132392,1121996522000
60396,127017,1122001269000
44770,220329,1122129575000
2983,113317,1122293455000
2983,94334,1122302070000
11871,99007,1122450073000
63017,30631,1122510961000
64590,154947,1122516502000
19204,320159,1122609484000
25645,238583,1122649851000
22020,107142,1122676365000
59782,111192,1122789948000
63836,182543,1122852479000
2983,77041,1122935645000
52576,130558,1122943260000
64590,124090,1122948947000
59782,162181,1122986410000
17603,249826,1122993326000
23275,316399,1122995884000
60396,316269,1123121413000
2983,262421,1123137223000
18701,164430,1123160622000
19204,298350,1123181101000
52576,37755,1123183474000
31638,149898,1123546371000
2983,18604,1123589578000
59741,91622,1123594550000
11550,118763,1123633281000
35693,171649,1123698632000
18701,167080,1123881911000
17603,145948,1123952783000
6181,212081,1124298298000
49300,60371,1124460472000
22020,139537,1124467937000
18701,129103,1124627280000
59556,82968,1124742009000
19204,211355,1124901536000
23275,160054,1125023358000
29136,17770,1125078437000
18701,50543,1125079279000
2983,212586,1125158939000
6181,309892,1125354300000
60396,217906,1125397080000
23275,314438,1125535923000
18701,41489,1125819453000
54753,121581,1125886501000
18701,223538,1125923126000
18701,167725,1126182181000
23275,232629,1126278936000
25645,320977,1126523044000
19204,261995,1126640958000
22020,234625,1126781771000
18882,322724,1127056823000
2983,37789,1127071697000
22020,98868,1127076438000
25645,14942,1127094608000
40932,254191,1127256927000
23275,241282,1127266082000
59782,310720,1127273283000
52576,18807,1127292376000
36352,43241,1127487343000
18701,234910,1127532735000
18701,250463,1127614244000
29481,220927,1127691395000
25645,295220,1127955903000
24674,40123,1128047653000
59741,67501,1128054480000
2983,294993,1128090377000
59741,57140,1128107393000
18701,245348,1128118816000
25645,188996,1128267034000
43399,129122,1128278310000
23300,234953,1128791933000
52576,238756,1128819407000
25645,64150,1128914019000
37321,271439,1128921708000
59464,66477,1128943253000
52576,54014,1128969739000
32040,117282,1129253143000
25645,322034,1129310150000
19204,217717,1129315825000
59556,130268,1129417068000
41240,267302,1129484688000
25645,292291,1129556930000
19204,200009,1129793826000
59741,162736,1129929029000
18231,4407,1130004842000
23300,292131,1130071760000
23275,130131,1130102023000
19204,35712,1130253857000
54753,300296,1130368524000
2087,1864,1130483701000
32040,220602,1130728719000
20794,209996,1130852396000
12878,244093,1130873828000
19204,176650,1130904998000
18237,199659,1130963154000
59464,80466,1131070178000
36352,143436,1131119967000
23275,185879,1131206779000
12878,105628,1131722159000
25645,51352,1131923505000
23300,117612,1132001097000
23300,736,1132183538000
36352,191588,1132235934000
23300,115295,1132335518000
22020,299799,1132672395000
36352,49300,1132698042000
36352,255460,1132797224000
965,181954,1133344107000
11737,193645,1133411255000
17603,243857,1133550924000
60396,297812,1133643621000
33623,27792,1133673800000
59556,191829,1133682050000
23300,57871,1133748990000
29091,14601,1133750823000
60396,308548,1133757051000
58252,34826,1134346313000
41124,243857,1134510403000
54753,233084,1134689711000
35806,169349,1134713250000
22020,157773,1134872026000
18231,132421,1135140182000
32040,217443,1135579399000
18269,17864,1135622631000
12878,150637,1135682409000
37321,112118,1135988220000
59782,287583,1136088662000
52576,32400,1136217819000
23300,756,1136341020000
59741,148442,1136466647000
12878,215993,1136520613000
52576,23578,1136550596000
34480,210578,1136754951000
36352,16248,1137080998000
60396,304866,1137100585000
59741,181552,1137360437000
18882,84597,1137428970000
37321,217478,1137437699000
54260,319970,1137541753000
32040,295442,1137742104000
32040,171625,1137811512000
36352,36274,1138141430000
32040,67672,1138149009000
23300,107944,1138299211000
23300,98657,1138471843000
59464,236802,1138549905000
37321,51989,1138630810000
23300,255578,1138819770000
63685,310683,1138826278000
59464,298286,1138971235000
56711,71881,1138973294000
54260,71881,1139234082000
40932,16155,1139238470000
36352,53215,1139487089000
37321,294087,1139522660000
32040,203054,1140109820000
43107,7551,1140123912000
19204,211252,1140129006000
17603,4108,1140145503000
18882,150383,1140280883000
19204,111097,1140492829000
43042,117873,1140553422000
54753,252203,1140565140000
22020,299966,1140574345000
45314,263334,1140632648000
19204,231507,1140664566000
46087,10668,1140718041000
40932,92782,1140729123000
23300,136177,1140734817000
63685,101708,1140798901000
22020,178876,1140811500000
52576,93520,1140822533000
36352,154566,1140892734000
36352,297622,1140902223000
63017,182576,1140917564000
35806,163712,1140979882000
59464,98546,1141008763000
36352,183821,1141054797000
11550,99915,1141073909000
43107,270249,1141088232000
53018,194401,1141105903000
19204,175872,1141143971000
36352,154460,1141222946000
63017,122216,1141256271000
17260,49781,1141331460000
41124,45275,1141366942000
59782,254647,1141449094000
22020,300247,1141487648000
37321,79373,1141581091000
23300,279852,1141607315000
23300,125645,1141763830000
59464,263782,1141771049000
19204,279843,1141812676000
28580,197868,1141848813000
52576,18700,1141850230000
17603,252509,1141861461000
19204,202159,1141869770000
17603,171041,1141916524000
12007,322775,1141937283000
22020,322775,1141938377000
37321,319295,1141938959000
44770,176080,1141947020000
18231,266850,1142103252000
23300,250931,1142175457000
54260,266850,1142204578000
52576,322091,1142399316000
35806,207901,1142472768000
18882,135135,1142522411000
23300,63948,1142537191000
44243,249393,1142612317000
52576,289742,1142618228000
59741,231772,1142806218000
23300,72067,1142807283000
22020,197868,1142822993000
36352,209190,1142955324000
23300,232354,1142974590000
36352,321403,1143158803000
13662,258841,1143310121000
54753,9284,1143432094000
10081,44479,1143492848000
59741,259733,1143517844000
17603,157202,1143613295000
54753,301922,1143761931000
19204,282019,1144018151000
19204,50067,1144108026000
5218,27792,1144113655000
32040,312827,1144417142000
36352,128905,1144729247000
6111,216981,1145227637000
23255,311931,1145842923000
18701,39237,1145913917000
31340,64651,1146085385000
59741,125748,1146118763000
60396,34380,1146326778000
59741,73543,1146363904000
52576,148417,1146730047000
19204,50850,1146758590000
37321,279062,1147765814000
47778,311931,1148192811000
19204,37450,1148321154000
36352,177074,1148402883000
60396,111375,1148660947000
63042,165289,1149140496000
41124,4108,1149266285000
24178,57944,1149538639000
23300,301759,1149793047000
52576,224187,1150053884000
27189,162783,1150115810000
52576,284948,1151323539000
63042,205206,1151393026000
13943,40715,1151495913000
18882,288502,1151607162000
60396,4694,1151636199000
18701,145552,1151843615000
32040,49806,1152041546000
19204,316716,1152099829000
36352,18553,1152131566000
36352,38426,1152368019000
59782,156900,1152369327000
19204,94939,1152492166000
18701,105646,1152753032000
32040,173612,1152809669000
19204,137404,1152823508000
24674,276832,1152914048000
19204,64292,1152966861000
18701,169138,1153063592000
59556,75095,1153161887000
32040,59819,1153188687000
60396,227241,1153332692000
42404,27792,1153336182000
26793,204045,1153521826000
23300,125192,1153673562000
26793,250141,1153753059000
36352,165652,1153753492000
23300,272474,1153834611000
29520,219300,1153914909000
36352,161282,1153930420000
19204,268843,1153945431000
31007,101339,1153970048000
54260,219352,1154010004000
52576,274909,1154048572000
23300,267621,1154103075000
63658,193619,1154307839000
37321,105677,1154316224000
6520,57251,1154351541000
23300,14428,1154362452000
23300,14428,1154362452000
37321,124816,1154400838000
19204,22138,1154441123000
59741,66714,1154536535000
54260,47947,1154555999000
60396,151822,1154579766000
23300,313627,1154620755000
23300,108741,1154652791000
36352,265694,1154805254000
18882,99661,1154821065000
23300,18679,1154905300000
19204,140936,1155140307000
36352,78058,1155177618000
59782,151927,1155207298000
63042,232930,1155323329000
37321,297090,1155764858000
23300,79425,1155784158000
23300,118882,1155842863000
36352,322332,1155938956000
47621,216079,1155949396000
24002,141951,1155964786000
19204,67705,1156127604000
19204,48853,1156286555000
37321,139145,1156445517000
36352,121391,1156478000000
19442,299586,1156574909000
61235,270655,1156692231000
41124,79558,1156692900000
36352,100563,1156793844000
36352,22509,1156874209000
18701,206306,1156882764000
41124,188961,1157161464000
19204,222524,1157183838000
19204,133133,1157302546000
26793,54732,1157575384000
32040,262920,1157862517000
64820,192495,1157975608000
26793,269653,1158015145000
9064,53769,1158021675000
23300,317338,1158543031000
36352,240693,1158601728000
26793,174424,1158771633000
4835,67441,1158811908000
36352,45150,1158869676000
59556,72678,1158897726000
26793,226461,1159031597000
23300,53893,1159146872000
41761,138124,1159689902000
36352,8090,1160266016000
12473,52291,1160607958000
32040,275568,1160684829000
2384,301244,1160775768000
15449,142978,1161024659000
6181,235302,1161042883000
12116,256602,1161460460000
12473,84621,1161713311000
32040,245138,1161722084000
2791,290933,1161892370000
36352,230742,1161984516000
6181,218787,1162175434000
61235,12599,1162563858000
60396,262229,1162568992000
23300,288426,1162585145000
36352,50733,1162601761000
26793,60602,1162636276000
19204,82887,1162647312000
39518,222776,1162652596000
37321,62342,1162655510000
32610,129566,1162684222000
19204,234058,1162701663000
51076,121608,1162715760000
54260,154255,1162743184000
3622,185229,1162753096000
12473,172592,1162779049000
51542,311931,1162836030000
61941,150020,1162905428000
1529,153202,1162910922000
32040,270692,1162912856000
23300,203338,1163093931000
24674,261803,1163094786000
36352,105425,1163098744000
24674,47590,1163099261000
23300,216066,1163099824000
12116,72001,1163100113000
18701,313101,1163100330000
23300,147858,1163107935000
36352,169869,1163112691000
23300,190209,1163116393000
63042,164713,1163129260000
32040,93620,1163137817000
63685,41338,1163140789000
22020,169627,1163164660000
63042,230092,1163180001000
6181,288138,1163185760000
63727,227875,1163193485000
6181,21825,1163211072000
12116,211240,1163242173000
18701,239395,1163273320000
4835,303706,1163350197000
23300,83255,1163362530000
18882,109312,1163428181000
23300,144193,1163547597000
23300,239434,1163556958000
37321,125315,1163692257000
36352,248214,1163874031000
23300,7551,1164090681000
6181,5892,1164112333000
26793,284476,1164812644000
23300,132497,1164863542000
36352,95580,1164930772000
55979,184463,1165043672000
22020,223657,1165168402000
36352,265783,1165431249000
4835,35007,1165446096000
19204,250559,1165464779000
36352,234170,1165489250000
36352,315436,1165499069000
41124,156128,1165522116000
44770,172268,1165703507000
19132,30651,1165797771000
18231,97231,1166069489000
12473,206055,1166152224000
18231,56453,1166191735000
36352,102457,1166401311000
36352,184852,1166415098000
36352,130447,1166560967000
6181,141143,1166639532000
60396,312924,1166710528000
37321,98775,1166732021000
23481,275769,1166732948000
18701,257655,1166755525000
12473,56528,1166755890000
24002,315833,1166921252000
18231,111528,1166923593000
18701,90569,1167350952000
1529,257416,1167396093000
52576,182855,1167444539000
41124,70539,1167539845000
35811,27792,1167702804000
32040,13094,1167801091000
26793,219610,1167826404000
12473,288737,1167830572000
23300,104526,1167833741000
61235,216716,1167834561000
6181,54782,1167835062000
17603,267565,1167835225000
63042,266196,1167835778000
32040,184764,1167839407000
32040,47305,1167841680000
37321,26289,1167841937000
63205,117970,1167850100000
61235,143918,1167874221000
52576,147703,1167876237000
27762,213852,1167908771000
18701,144689,1167914983000
55055,112097,1167920338000
36352,49619,1167926586000
37321,320101,1167930887000
46087,179199,1167931688000
18701,175230,1167934184000
60396,247941,1167946315000
60396,247941,1167946315000
61235,209694,1167964227000
18231,54250,1167973681000
36352,211775,1168004888000
37321,317054,1168014780000
26793,179469,1168026041000
13943,267584,1168130543000
12116,282684,1168346393000
12116,176178,1168347736000
12116,38582,1168347962000
11933,206680,1168348793000
59464,26555,1168349491000
6181,300789,1168350180000
36352,95777,1168351534000
23300,261433,1168353869000
52576,30246,1168354581000
22020,55703,1168356563000
12116,139716,1168356878000
36352,203890,1168357871000
12007,146054,1168358094000
52576,247783,1168358143000
36352,210775,1168358449000
59741,183870,1168361215000
23300,224671,1168362307000
19204,46727,1168364554000
11737,308721,1168365166000
51420,50418,1168365214000
37321,147380,1168367225000
37321,251678,1168371096000
51076,58413,1168378618000
59464,155844,1168381024000
23300,80703,1168382775000
12116,205040,1168384677000
23300,242623,1168385296000
36352,160328,1168386584000
37321,65305,1168387809000
23300,315373,1168389377000
55055,64768,1168389892000
18701,271214,1168390645000
12116,76874,1168391271000
36352,38520,1168393648000
22020,136689,1168397557000
23300,150017,1168398220000
18701,75523,1168399271000
37321,182238,1168403453000
18882,33323,1168404992000
61235,304178,1168442160000
12116,153003,1168448679000
6181,19821,1168452784000
35693,142978,1168453383000
19204,66762,1168458628000
12473,297785,1168489645000
52576,137915,1168495413000
23300,309099,1168518143000
37321,14655,1168518211000
23300,193226,1168519271000
59782,235871,1168526326000
27411,154362,1168527418000
18701,321508,1168528774000
6181,289456,1168529276000
12473,86167,1168529923000
12473,319221,1168530131000
26793,32200,1168533130000
12473,32684,1168533763000
23300,177162,1168534144000
23300,36163,1168534815000
26793,125379,1168537903000
6181,128032,1168543995000
7842,44742,1168544724000
48179,142978,1168546133000
12116,93433,1168548510000
12473,313027,1168563596000
23300,229063,1168569214000
23300,242513,1168575385000
36352,236784,1168576848000
59782,20263,1168577836000
23300,160375,1168578656000
37321,311885,1168586139000
12473,51338,1168614405000
18701,254258,1168616039000
39853,164944,1168631185000
18701,295946,1168648702000
23300,116949,1168650911000
18701,315771,1168664954000
22020,171608,1168667741000
36352,310461,1168724042000
4508,129694,1168793664000
60396,99197,1168813240000
42209,318966,1168818089000
61941,126844,1168821012000
12473,2615,1168869618000
23300,174373,1168870342000
27667,272566,1168871110000
36352,298026,1168871311000
1529,254712,1168873167000
36352,307227,1168889551000
40932,257536,1168906858000
36352,247762,1168910954000
40932,122691,1168964496000
22020,141701,1168996572000
36352,151571,1169046747000
23300,78928,1169125087000
21427,127672,1169128387000
23300,117155,1169133109000
63042,249262,1169137682000
21427,178168,1169143603000
55055,298979,1169164003000
36352,219525,1169165367000
18701,237379,1169212947000
18701,214032,1169213990000
26793,205953,1169249999000
43258,102052,1169333834000
19204,43238,1169357215000
18701,100246,1169394548000
18701,129116,1169404005000
26793,42789,1169407486000
22020,280858,1169415489000
17974,27792,1169416280000
18701,185991,1169486519000
4835,290067,1169529373000
43258,193091,1169588191000
18882,287795,1169595306000
26793,58460,1169600021000
23300,223505,1169659884000
12473,321296,1169683768000
12473,200731,1169755363000
37321,185583,1169822947000
55055,70943,1169927314000
36352,310429,1170003375000
36352,36686,1170017455000
7842,275520,1170025937000
59464,28401,1170033960000
53476,13379,1170105829000
55055,272328,1170136267000
60396,294934,1170222355000
12473,99640,1170303745000
26793,99640,1170304599000
36352,151274,1170371352000
12473,260962,1170476510000
1529,228302,1170603288000
8422,249797,1170627308000
23300,112541,1170697502000
7842,38189,1170703677000
7842,13818,1170781125000
12473,53874,1170784160000
18701,185850,1170790736000
7842,80307,1170791678000
2791,52724,1170794179000
22020,286857,1170807657000
11475,15143,1170861644000
18701,11379,1170950459000
36352,232929,1170961876000
36352,254309,1171031803000
7842,121854,1171068495000
31595,215821,1171073017000
61235,2111,1171134789000
18701,1713,1171145849000
36352,255771,1171157137000
43258,46632,1171218243000
36352,294982,1171237101000
18701,255639,1171242291000
59464,252391,1171251231000
614,157888,1171282672000
26793,259305,1171291060000
55055,30337,1171296995000
55055,270968,1171312070000
43301,99707,1171333019000
6181,142560,1171345698000
27310,155638,1171474634000
1529,88045,1171499127000
55055,195082,1171586266000
22020,29777,1171600024000
7842,280977,1171642287000
23300,126182,1171674277000
23300,346,1171678084000
23300,86962,1171884996000
7842,297541,1171908632000
46439,258110,1171909899000
22020,47791,1171981540000
55055,25995,1171984194000
12473,20223,1172026103000
7842,232913,1172063301000
12473,181252,1172081133000
12473,319856,1172104303000
18701,290598,1172107540000
23300,296686,1172153358000
23300,133946,1172274742000
55055,87920,1172275052000
1529,152872,1172279332000
55055,152872,1172279403000
55055,165421,1172288443000
64920,286482,1172416003000
18701,213997,1172432152000
18701,9023,1172589956000
61235,24031,1172807380000
26460,45574,1172860936000
23300,116828,1172902005000
26793,75412,1173248102000
61235,224638,1173301732000
18701,323135,1173355411000
23300,305828,1173357039000
22020,98446,1173357471000
12473,58215,1173361603000
36352,258730,1173364252000
59464,74471,1173366035000
55055,138562,1173376458000
26793,261705,1173386279000
36352,255190,1173392398000
7842,142161,1173393056000
2791,18744,1173402761000
12007,113633,1173403266000
50076,274441,1173405747000
12473,186945,1173411699000
41124,12196,1173412111000
1529,250954,1173459539000
12473,126727,1173467039000
60396,119814,1173492928000
6181,296743,1173501820000
50634,264386,1173524028000
37321,301143,1173525567000
2791,285487,1173608591000
38079,283338,1173615422000
18882,46029,1173633105000
43042,16621,1173655118000
36352,256647,1173655913000
55055,310130,1173703719000
23300,161331,1173713532000
12473,264433,1173717347000
36352,40697,1173746902000
6181,147733,1173782924000
13943,52075,1173792669000
1529,182569,1173794165000
6181,301213,1173808465000
17603,160935,1173873781000
18882,160935,1173873863000
12473,94885,1173884405000
43258,234272,1173990794000
21427,262152,1174059382000
614,258808,1174135228000
43258,225637,1174145764000
36352,11078,1174173243000
43399,159409,1174279640000
55055,18256,1174352424000
23300,180846,1174418069000
12473,139101,1174453861000
7842,164872,1174480283000
7736,289111,1174509155000
6181,30648,1174525655000
4835,266707,1174573950000
1529,260740,1174577827000
12473,229551,1174654785000
36352,158003,1174666810000
36352,158003,1174666810000
2791,256243,1174701267000
12473,203408,1174758897000
15163,32955,1174919532000
32040,107959,1174945152000
12473,181038,1175002894000
55055,255637,1175006256000
26793,92205,1175050536000
7842,138185,1175073500000
22020,4388,1175117812000
4107,105827,1175118224000
12473,285185,1175188812000
12473,92556,1175200139000
19204,95152,1175292085000
6181,247856,1175308065000
36352,270027,1175387435000
64820,256948,1175396183000
7842,163396,1175437270000
6181,307683,1175451957000
36352,212183,1175515380000
40932,51959,1175633219000
18701,102929,1175642353000
36352,163565,1175642852000
1529,92497,1175658088000
61235,299011,1175696842000
43399,118274,1175781290000
55055,209020,1175808548000
6181,148737,1176157600000
36352,56561,1176220440000
31595,44727,1176227517000
12473,207639,1176244421000
4835,197646,1176338103000
12473,30620,1176437400000
40932,246100,1176607711000
59782,269702,1176667470000
7842,137729,1176748839000
36352,266653,1176791045000
55055,117377,1177085667000
63042,71326,1177131714000
43258,119255,1177216234000
36352,216514,1177250799000
7842,195040,1177444255000
7842,195040,1177444255000
41124,15516,1177507023000
35306,130514,1177520919000
5368,269680,1177537348000
2791,73680,1177654910000
36352,2308,1177919664000
12473,296031,1178090075000
47986,34454,1178127305000
52576,32627,1178465317000
18231,106205,1178469573000
55055,57452,1178473470000
55055,146792,1178485638000
6181,267423,1178497584000
36352,274702,1178502590000
59464,113245,1178539006000
23300,132353,1178549791000
27808,34588,1178564478000
23300,172466,1178580432000
14008,30516,1178647020000
32040,122366,1178648138000
12473,254150,1178691097000
55055,294364,1178715924000
2791,91398,1178724980000
4835,75958,1178799643000
12473,107983,1178892544000
23300,83215,1178920067000
1529,156360,1178925080000
61746,255322,1178971060000
36352,189271,1178976159000
36352,211495,1178976281000
12473,203180,1178978664000
2791,253413,1178980164000
18231,164591,1178986330000
18701,169681,1178986559000
1529,22738,1178988899000
18701,70437,1178989815000
23300,38844,1178993131000
43101,9672,1178995663000
23300,7023,1178996116000
12473,297968,1178997635000
43399,215895,1178997822000
6181,201684,1178998551000
4835,71269,1178999710000
12473,133259,1179002633000
1529,279826,1179011313000
4835,194970,1179011371000
14580,245493,1179014245000
52576,73947,1179016254000
18882,220827,1179019151000
614,64904,1179059239000
23300,94927,1179073684000
18701,181565,1179080788000
36352,268,1179099895000
12473,202701,1179106529000
49965,291508,1179112796000
59741,12861,1179119423000
59782,108215,1179122749000
56255,69441,1179147967000
23300,27080,1179182302000
23300,60127,1179241876000
12473,317408,1179270191000
57597,45599,1179342362000
43890,35791,1179356041000
49449,260124,1179407395000
43258,182909,1179514125000
36352,216576,1179518202000
26793,241156,1179520758000
26299,136805,1179536265000
48432,255107,1179539200000
61941,163677,1179590180000
22020,293242,1179616341000
1529,293242,1179616534000
36352,105834,1179629233000
36352,105834,1179629233000
18701,92405,1179687761000
15449,272829,1179700571000
43258,30289,1179707838000
23300,36684,1179758508000
41124,11801,1179871352000
6181,289218,1179948987000
52576,9138,1179955623000
1529,191097,1180004955000
36352,238470,1180033595000
7736,164918,1180037847000
1529,42771,1180071587000
2791,196248,1180102569000
36352,199651,1180102959000
38458,133707,1180106288000
43258,253293,1180126187000
40932,65219,1180278619000
45810,40195,1180313295000
8422,311421,1180321859000
3712,31527,1180377352000
63658,302939,1180387424000
22020,193286,1180391724000
61941,174109,1180403220000
41317,3906,1180490393000
19237,290493,1180539516000
51078,178539,1180560185000
60396,293591,1180643659000
30341,25438,1180705387000
22020,35531,1180723100000
23300,159528,1180788768000
62190,310164,1180899520000
62733,215303,1181246332000
36352,4516,1181247194000
36352,60616,1181250309000
40225,173896,1181259578000
22020,105386,1181260023000
62451,167613,1181262329000
55055,137800,1181411605000
36352,42756,1181496497000
12104,238663,1181581222000
12473,53044,1181593132000
15331,42438,1181605981000
46883,271293,1181665782000
18701,279196,1181757502000
43258,301990,1181768404000
13662,183320,1181769479000
55055,75116,1181770877000
28725,207328,1181812363000
4835,128007,1181987591000
18882,12196,1182036339000
36352,19455,1182077664000
1529,71580,1182141051000
1529,111555,1182166955000
1529,6727,1182332124000
60396,137908,1182428265000
61941,188713,1182459021000
36352,282844,1182536495000
36352,262013,1182678537000
29637,266912,1182875783000
36352,312161,1182878091000
50014,96222,1182882396000
2791,260985,1182882805000
43399,104090,1182892965000
23300,285245,1182923311000
5368,64362,1183110189000
17603,238779,1183187597000
28587,210067,1183205693000
4835,114773,1183242036000
36352,219874,1183369221000
55055,53544,1183379938000
37321,89491,1183381590000
16353,321772,1183389175000
36352,141223,1183440530000
12473,25510,1183444098000
12473,31925,1183447195000
1529,90542,1183449221000
1529,7040,1183456123000
52302,250158,1183477717000
37321,148070,1183623233000
23300,3785,1183636496000
57064,157020,1183673713000
23300,92446,1183689320000
55055,82630,1183695996000
36352,221966,1183707042000
26793,24065,1183716532000
23481,72625,1183732960000
1529,145101,1183847664000
23300,263619,1183868783000
55055,220727,1183900105000
18231,128880,1183917790000
18231,223960,1183961293000
63685,43463,1183964320000
36352,168464,1183964438000
21619,3906,1183965441000
22020,90541,1183988141000
12757,254019,1184044337000
9384,290736,1184061580000
35306,210288,1184071076000
24002,3515,1184113029000
